area,decoration,elevator,flood,follow_number,location,look_number,orientation,pub_duration,room,title,total_price,unit,unit_price,xiaoqu
129.12,简装,有电梯,中楼层(共30层)1995年建塔楼,12,百花,4,西北,11个月以前,4室1厅,长安花园四房，客厅宽敞，满五年唯一,1050,万,单价81320元/平米,长安花园 
204.28,精装,有电梯,低楼层(共32层)2007年建板楼,24,红树湾,8,西南,9个月以前,4室2厅,中信红树湾北区204平大四房 安静南北通装修保养好,2260,万,单价110633元/平米,中信红树湾北区 
74.25,精装,无电梯,高楼层(共7层)1997年建板塔结合,159,梅林,1,南,10个月以前,3室1厅,房子满五年深圳唯一住宅，税费较少。,420,万,单价56566元/平米,凯丰花园一期 
66.36,简装,无电梯,中楼层(共8层)2000年建板塔结合,128,布吉石芽岭,3,南 北,10个月以前,2室2厅,小区中间位置安静 南北通透 满五年红本,245,万,单价36920元/平米,半岛苑 
46.35,精装,有电梯,高楼层(共32层)2004年建板塔结合,43,上下沙,12,西北,10个月以前,1室1厅,大社区碧海红树园  实用经典小户型 满五年唯一,350,万,单价75513元/平米,碧海红树园 
78.46,精装,有电梯,高楼层(共32层)2014年建板塔结合,43,布吉南岭,4,东南,11个月以前,3室2厅,"万科公园里二期精装修三房,罗湖后花园保养好",380,万,单价48433元/平米,万科公园里二期 
135.04,精装,有电梯,23层2011年建板楼,105,龙岗中心城,3,南,一年前,4室2厅,龙岗中 心城 深业紫麟山花园 精装大四房 诚心出售,480,万,单价35546元/平米,深业紫麟山花园 
71.92,精装,有电梯,低楼层(共33层)2014年建板塔结合,30,龙岗中心城,18,东南,11个月以前,2室2厅,此房满2年，一手业主，中间楼层，可以拎包入住.,335,万,单价46580元/平米,保利上城 
86.25,精装,有电梯,低楼层(共32层)2013年建塔楼,32,横岗,11,南 北,10个月以前,3室2厅,信义御城 统一装修三房 南北通透 看花园 满五唯一税少,410,万,单价47537元/平米,信义御城豪园 
92.67,简装,无电梯,高楼层(共8层)1993年建板楼,50,梅林,2,南,11个月以前,4室2厅,上梅林四房，户型方正，通透性好,480,万,单价51797元/平米,梅林四村 
93.51,精装,无电梯,低楼层(共6层)2004年建板塔结合,696,横岗,34,东南,一年前,4室2厅,荷坳地铁口 水晶之城四房 精装 诚心卖,280,万,单价29944元/平米,水晶之城 
41.41,精装,有电梯,中楼层(共33层)2006年建板塔结合,76,景田,13,南,10个月以前,1室0厅,南向精装一室 楼层佳视野好，满五唯一税少,296,万,单价71481元/平米,五洲星苑 
63,简装,无电梯,中楼层(共8层)1998年建板楼,96,布吉街,12,南 北,10个月以前,2室1厅,布吉街粤宝花园一期楼梯两房满五年唯一,228,万,单价36191元/平米,粤宝花园 
91.9,简装,有电梯,低楼层(共24层)1996年建塔楼,19,香梅北,5,东北,10个月以前,3室2厅,香景大厦满五唯一，红本在手，业主诚心卖，看房方便,580,万,单价63113元/平米,香景大厦 
128.89,精装,有电梯,高楼层(共16层)2001年建板塔结合,8,福田保税区,1,北,10个月以前,4室2厅,圆梦园 精装修四房 户型方正 视野开阔,920,万,单价71379元/平米,圆梦园 
88.4,精装,有电梯,中楼层(共33层)2015年建塔楼,16,大运新城,9,东南,10个月以前,3室2厅,乐城大的3房户型 朝南向 全明户型 采光优秀,408,万,单价46154元/平米,THETOWN乐城 
119.29,简装,有电梯,低楼层(共27层)2003年建板塔结合,150,香梅北,6,西南,10个月以前,3室2厅,天明居 3室2厅 930万,930,万,单价77962元/平米,天明居 
101.66,精装,无电梯,中楼层(共8层)2002年建板塔结合,62,龙岗中心城,5,南 北,10个月以前,4室2厅,碧湖康馨园优质房源，业主诚心卖。,365,万,单价35904元/平米,碧湖康馨园 
53.19,精装,有电梯,低楼层(共24层)2003年建塔楼,214,螺岭,7,北,10个月以前,2室1厅,有7平方露台 满五 通风采光好 诚心出售,430,万,单价80843元/平米,金城华庭 
137.49,精装,有电梯,中楼层(共11层)2005年建板塔结合,50,梅林关,1,南,10个月以前,5室1厅,中航阳光新苑 5室1厅 750万,750,万,单价54550元/平米,中航阳光新苑 
70.03,精装,无电梯,高楼层(共8层)1998年建板楼,81,布吉关,14,南,10个月以前,2室1厅,70.03平朝南2房，满五红本，业主很诚心出售！,238,万,单价33986元/平米,吉星花园 
168.56,精装,有电梯,低楼层(共18层)2003年建板塔结合,54,竹子林,4,南,11个月以前,4室2厅,（新）VR看房 南向 安静满5年红本 换房诚售,1660,万,单价98482元/平米,碧海云天一期 
73.98,精装,有电梯,低楼层(共23层)2004年建塔楼,61,南山中心,3,南 北,11个月以前,2室1厅,腾讯旁 自住两房 诚心出售 只为换房,680,万,单价91917元/平米,城市印象 
130.52,精装,有电梯,高楼层(共11层)2000年建板塔结合,40,布吉关,3,东南,11个月以前,4室1厅,百合山庄 4室1厅 508万,508,万,单价38922元/平米,百合山庄 
96.83,精装,有电梯,高楼层(共18层)2001年建板塔结合,81,新洲,3,北,10个月以前,3室2厅,北临购物公园，正规三房，通风采光好视野开阔花园社区,556,万,单价57421元/平米,嘉洲豪园 
116.75,精装,有电梯,低楼层(共34层)2001年建塔楼,19,莲花,32,北,1个月以前,4室1厅,安静的房子 格局好 总价低 诚心卖,630,万,单价53962元/平米,长城盛世家园一期 
107.23,简装,有电梯,低楼层(共27层)2001年建塔楼,109,莲花,27,西北,一年前,3室2厅,《清爽装修》三房两卫 双阳台看树景 鸟语花香,828,万,单价77218元/平米,黄埔雅苑一期 
123.83,精装,有电梯,中楼层(共28层)2010年建板塔结合,43,龙岗中心城,8,东南,10个月以前,4室2厅,君悦龙庭  精装4房   看花园  采光好,525,万,单价42397元/平米,君悦龙庭 
72.14,精装,有电梯,低楼层(共34层)2012年建板塔结合,142,西乡,2,西北,10个月以前,2室1厅,满五唯一，居家保养好，双阳台格局，利用率高,425,万,单价58914元/平米,招商果岭花园 
90.9,精装,有电梯,低楼层(共11层)1999年建板塔结合,7,翻身,4,东南,10个月以前,3室1厅,海滨城广场 正规大三房 满五唯一 红本在手 看房方便,520,万,单价57206元/平米,海滨城广场 
100.85,精装,有电梯,高楼层(共23层)2000年建板塔结合,37,景田,5,南,3个月以前,3室2厅,精装修 万科金色少有朝南格局  高楼层视野好 满5唯一,880,万,单价87259元/平米,万科金色家园 
88.56,精装,有电梯,中楼层(共46层)2015年建板塔结合,40,坂田,66,南 北,2个月以前,3室1厅,城市广场二期带入户 看花园安静有钥匙 满五唯一税费少,545,万,单价61541元/平米,佳兆业城市广场三期 
117.13,简装,有电梯,中楼层(共22层)2002年建板楼,20,香梅北,31,南 北,1个月以前,3室2厅,景秀年华南北通三房 满五红本高层无遮挡视野 随时看房,985,万,单价84095元/平米,景秀年华家园 
74.45,精装,有电梯,低楼层(共28层)2005年建板塔结合,21,福田保税区,9,西南,10个月以前,2室2厅,业主目前改成小3房，客厅出阳台，一手业主,550,万,单价73876元/平米,南光紫荆苑 
97.56,简装,有电梯,中楼层(共33层)1995年建塔楼,3,洪湖,25,西南,11个月以前,2室1厅,南向采光很好，适合陪读住家客户，适合居家客户.,430,万,单价44076元/平米,洪湖花园 
70.26,简装,有电梯,中楼层(共11层)2002年建塔楼,277,布吉大芬,130,东南 西北,一年前,2室1厅,业主急售急售，南北通透电梯2房，满五唯一，税少,293,万,单价41703元/平米,桂芳园三期 
73.98,精装,无电梯,中楼层(共6层)1997年建板塔结合,118,沙尾,15,东南,10个月以前,2室1厅,居家安静的两房，花园也很悠绿哦。,508,万,单价68668元/平米,金地海景花园 
63.51,精装,无电梯,中楼层(共8层)1999年建板塔结合,78,布吉水径,22,西北,10个月以前,3室1厅,丽湖花园 少有小三房户型  看小区花园 满五唯一费用少,240,万,单价37790元/平米,丽湖花园二期 
73.92,精装,有电梯,低楼层(共32层)2013年建板塔结合,24,横岗,25,东南,10个月以前,2室2厅,信义御城东南朝向厅出阳台满五唯一精装大两房,320,万,单价43291元/平米,信义御城豪园 
66.76,简装,有电梯,中楼层(共31层)2003年建板塔结合,104,车公庙,22,南,11个月以前,2室2厅,满五朝南 业主诚心卖 住家温馨舒适,420,万,单价62912元/平米,嘉洲华苑 
80.33,毛坯,有电梯,高楼层(共32层)2014年建板塔结合,120,龙岗中心城,16,南,一年前,3室1厅,远洋3房 朝南看花园 高楼层采光视野都不错,310,万,单价38591元/平米,远洋新干线一期 
119,精装,有电梯,低楼层(共30层)2016年建板塔结合,34,横岗,3,东南,一年前,5室1厅,横岗地铁站银信广场精装样板五房  看人民公园,585,万,单价49160元/平米,银信中心二期 
65.29,简装,有电梯,低楼层(共33层)2010年建塔楼,107,龙岗宝荷,23,南,一年前,2室1厅,振业峦山谷 刚需小两房 满两年,225,万,单价34462元/平米,振业峦山谷 
88.54,毛坯,有电梯,高楼层(共33层)2014年建板塔结合,58,龙岗中心城,26,南,一年前,3室1厅,承翰陶源 正规3房 满2 位置安静视野好,308,万,单价34787元/平米,承翰陶源 
120.44,精装,有电梯,中楼层(共29层)2016年建塔楼,39,蛇口,21,西南 东北,一年前,3室2厅,南山脚下，依山而居，诚心卖房。,940,万,单价78048元/平米,山海韵 
140.55,简装,有电梯,高楼层(共19层)2001年建板塔结合,36,南山中心,0,东 西,一年前,4室2厅,缤纷假日豪园 4室2厅 1050万,1050,万,单价74707元/平米,缤纷假日豪园 
150.59,简装,有电梯,高楼层(共32层)2011年建板塔结合,199,华侨城,3,南,一年前,4室2厅,首地容御南北通高楼层视野开阔看房方便诚售,1250,万,单价83007元/平米,首地容御 
106.07,精装,有电梯,中楼层(共11层)2007年建板塔结合,330,坂田,26,东南,一年前,3室2厅,旭景一期精装大三房正南向，采光通风良好。户型方正,455,万,单价42897元/平米,珠江旭景佳园 
60.29,简装,有电梯,低楼层(共20层)2000年建板塔结合,45,布吉水径,14,西北,10个月以前,2室1厅,丽湖花园 电梯2房 住家安静舒适,235,万,单价38979元/平米,丽湖花园三期 
68.07,精装,有电梯,低楼层(共35层)2004年建板塔结合,33,布心,8,东南,10个月以前,2室2厅,经理推荐：雍翠华府水贝地铁站A口，花园封闭式小区。,370,万,单价54356元/平米,雍翠华府 
80.82,精装,有电梯,中楼层(共22层)2001年建板塔结合,19,新洲,7,西南,5个月以前,2室2厅,温馨2+1房，厅出阳台，业主诚心出售,495,万,单价61248元/平米,嘉洲豪园 
93.5,简装,无电梯,低楼层(共6层)2005年建板塔结合,11,横岗,24,南 北,1个月以前,3室2厅,水晶之城 满五唯一 大三房 南北通透,308,万,单价32942元/平米,水晶之城 
75.21,精装,有电梯,中楼层(共20层)2010年建板楼,156,大运新城,6,西北,一年前,2室2厅,中海塞纳时光 温馨两房 厅出阳台 双龙抱珠户型 满五年,340,万,单价45207元/平米,中海康城花园二期 
85.03,简装,无电梯,高楼层(共7层)2000年建板塔结合,15,南山中心,17,东南,10个月以前,3室1厅,此房满五年红本在手诚心出售，户型好使用率高，安静,520,万,单价61155元/平米,惠中名苑 
93.41,精装,有电梯,低楼层(共11层)2000年建板塔结合,142,龙华中心,3,东南 南,一年前,3室2厅,电梯三房可以拎包入住，仅需365万少税,365,万,单价39076元/平米,银泉花园 
78.26,简装,有电梯,中楼层(共32层)2012年建板塔结合,162,龙岗中心城,15,东南,11个月以前,3室1厅,龙岗保利上城，标准3房，精装，厅出阳台，看房方便。,245,万,单价31306元/平米,保利上城 
229.4,精装,有电梯,高楼层(共26层)2005年建塔楼,62,竹子林,4,南,一年前,5室3厅,少有资源 大面积装修保养好 高层景观好 诚心出售。,2300,万,单价100262元/平米,博林贡院 
115.58,简装,有电梯,高楼层(共14层)2002年建板塔结合,90,前海,19,西南,一年前,3室2厅,星海名城二期  三房出售  有钥匙  随时看房,750,万,单价64891元/平米,星海名城二期七组团 
66.24,精装,有电梯,高楼层(共17层)2006年建塔楼,50,丹竹头,25,东南 西南,一年前,2室2厅,地铁口物业  人车分流花园  东南向2房安静不吵看花园,290,万,单价43781元/平米,英郡年华 
172.8,毛坯,有电梯,中楼层(共18层)2012年建塔楼,32,坂田,4,东南,一年前,5室1厅,地铁口物业，红本在手，别墅小区高层,910,万,单价52663元/平米,十二橡树庄园二期 
96.41,简装,无电梯,高楼层(共8层)2001年建板塔结合,6,龙岗中心城,2,北,一年前,3室2厅,富康苑  满五  唯一  红本在手  费用少,350,万,单价36304元/平米,富康苑 
98.2,精装,有电梯,低楼层(共32层)2007年建板塔结合,237,新洲,13,南,一年前,4室2厅,小区端头位置，三面通风采光，次新装修，实用四房,575,万,单价58554元/平米,祥云天都世纪大厦 
91.34,精装,有电梯,高楼层(共33层)2003年建板塔结合,327,上下沙,24,南,一年前,3室2厅,万科护航，可观海上明月，可赏落日余晖。,765,万,单价83754元/平米,万科金域蓝湾一期 
37.47,精装,有电梯,低楼层(共24层)2003年建塔楼,60,白石洲,3,东,一年前,1室1厅,诚心出售。换房急售。白石洲旧改地段。,300,万,单价80065元/平米,侨城豪苑二期 
88.81,精装,有电梯,中楼层(共32层)2014年建板塔结合,26,上塘,3,东南 西北,5个月以前,4室2厅,南北通透，客厅出阳台4房，业主诚心卖，格局好,588,万,单价66209元/平米,特发和平里 
63.49,精装,有电梯,中楼层(共28层)2015年建板塔结合,20,盐田港,11,南 北,4个月以前,3室2厅,梧桐春晓花园 大三房  精装  大空间,362,万,单价57017元/平米,梧桐春晓花园 
115.75,简装,有电梯,低楼层(共11层)2001年建板塔结合,7,南山中心,18,东 西,2个月以前,3室2厅,南山通透板楼，户型方正双阳台，满五V一诚意盼售！,1050,万,单价90713元/平米,保利城花园 
112.2,简装,有电梯,低楼层(共34层)2004年建塔楼,98,莲花,22,东北,一年前,3室1厅,莲花山公园 花园小区3+1房 开阔看公园 安静 私密性好,710,万,单价63280元/平米,长城盛世家园二期 
76.43,精装,有电梯,中楼层(共11层)1999年建板塔结合,61,莲塘,8,南,一年前,3室1厅,玉雅居靠山物业，红本在手，满五年，税费少，诚心出售,380,万,单价49719元/平米,玉雅居 
76.41,简装,有电梯,中楼层(共8层)2004年建板楼,363,龙岗双龙,11,东南,一年前,3室1厅,鹏达花园 标准2+1房 客厅正出阳台  满五唯一红本在手,209,万,单价27353元/平米,鹏达花园 
93.36,精装,无电梯,中楼层(共7层)1994年建板塔结合,16,西乡,2,东南,3个月以前,3室2厅,业主自己在住，装修保养好，买过来可以直接拎包入住.,394,万,单价42203元/平米,73区 
101.35,简装,有电梯,中楼层(共30层)1994年建塔楼,35,黄贝岭,4,西北,一年前,3室1厅,碧波大三房，户型方正，采光好，看房方便。,400,万,单价39468元/平米,景园大厦(爱国路) 
89.32,简装,有电梯,中楼层(共29层)1996年建板塔结合,50,布吉关,4,西北,一年前,2室2厅,龙珠花园 地铁口 大两房中间楼层视野好 满五唯一红本,300,万,单价33588元/平米,龙珠花园 
117.04,精装,有电梯,低楼层(共33层)1997年建板塔结合,17,华侨城,6,东南,一年前,3室2厅,满五年红本无个税 两年全新装修 拧包入住 东南向,860,万,单价73480元/平米,锦绣花园一期 
86.91,精装,有电梯,低楼层(共28层)2008年建板楼,71,龙岗双龙,13,东 南,11个月以前,3室2厅,正规三房，朝东南看花园，业主诚心出售,280,万,单价32218元/平米,佳兆业水岸新都 
198.43,精装,有电梯,中楼层(共31层)2005年建板塔结合,19,翻身,0,南,10个月以前,5室2厅,南向看花园，优质小区中的优质房，满五年，带固定车位,1180,万,单价59467元/平米,新锦安雅园三期 
125.72,精装,有电梯,中楼层(共9层)2002年建板塔结合,65,坂田,0,西南,一年前,4室2厅,花城电梯四房，位置安静，装修保养好,600,万,单价47726元/平米,万科四季花城六期 
148.36,简装,有电梯,低楼层(共22层)2005年建塔楼,143,宝安中心,0,南 北,一年前,4室2厅,壹方城旁 深业一期 通透大四房看海景 红本无个税,1000,万,单价67404元/平米,深业新岸线一期 
179.46,精装,有电梯,高楼层(共32层)2008年建塔楼,33,宝安中心,4,东南 西北,一年前,5室2厅,宝安中 心区幸福海岸大户型，住家舒适,1600,万,单价89157元/平米,幸福海岸二期 
123.3,简装,有电梯,低楼层(共9层)2002年建板塔结合,28,坂田,5,南,一年前,4室2厅,花城精装一楼带20平花园大四房,580,万,单价47040元/平米,万科四季花城六期 
150.05,精装,有电梯,低楼层(共18层)2010年建板塔结合,40,深圳湾,4,东南,一年前,5室1厅,鸿威海怡湾 东南向实用5房 有钥匙随时看,2200,万,单价146618元/平米,鸿威海怡湾 
41.78,精装,有电梯,低楼层(共32层)2006年建板塔结合,8,福田中心,33,北,1个月以前,1室1厅,星河世纪 双地铁口 精装一房 诚心出售,315,万,单价75395元/平米,星河世纪 
102.92,简装,有电梯,中楼层(共12层)2001年建塔楼,31,布吉街,1,北,一年前,3室2厅,德福花园 3室2厅 335万,335,万,单价32550元/平米,德福花园 
75.75,精装,无电梯,低楼层(共6层)2008年建板塔结合,136,盐田港,1,南,一年前,2室1厅,中海半山溪谷精装两房 户型方正实用 业主诚卖,300,万,单价39604元/平米,中海半山溪谷花园 
106.72,精装,有电梯,低楼层(共28层)2000年建板塔结合,129,福田中心,25,东北,一年前,3室2厅,此房全新装修 户型方正客厅带阳台 满了五年 诚心出售,925,万,单价86676元/平米,中海华庭 
88.93,毛坯,有电梯,中楼层(共30层)2016年建板塔结合,24,龙岗中心城,23,西南,11个月以前,4室1厅,龙岗 紫悦龙庭 4房2卫 满两年 中楼层,385,万,单价43293元/平米,全盛紫悦龙庭 
114.11,精装,有电梯,低楼层(共30层)2003年建板塔结合,18,皇岗,25,东南,11个月以前,3室1厅,皇御苑二期 南向看花园大三房 可以三代同堂 天伦之乐,689,万,单价60381元/平米,皇御苑二期 
141.39,精装,有电梯,低楼层(共32层)2013年建板塔结合,12,横岗,14,南 北,一年前,4室2厅,信义御城大四房，正出阳台看花园南北通透,630,万,单价44558元/平米,信义御城豪园 
155.05,毛坯,有电梯,中楼层(共32层)2008年建塔楼,38,宝安中心,17,东南,一年前,4室2厅,幸福海岸大四房 一号线宝体站 一手毛坯,1250,万,单价80620元/平米,幸福海岸二期 
85.26,简装,有电梯,中楼层(共32层)2007年建板塔结合,71,新洲,15,南,11个月以前,2室1厅,地铁口精装两房 业主诚意出售 住家温馨舒适,468,万,单价54891元/平米,祥云天都世纪大厦 
114.99,精装,有电梯,中楼层(共32层)2004年建塔楼,52,福田中心,24,南,11个月以前,3室2厅,南向格局方正，采光很好，有钥匙方便看房,950,万,单价82616元/平米,城中雅苑 
43.81,精装,有电梯,中楼层(共18层)2010年建塔楼,95,龙岗中心城,4,东,一年前,1室1厅,华业玫瑰郡 正规一室一厅 端头位置 前边无遮挡,135,万,单价30815元/平米,华业玫瑰郡 
45,简装,有电梯,中楼层(共18层)2008年建板塔结合,20,布吉关,24,东,一年前,1室1厅,布吉关口物业，东方盛世花园人车分流，,210,万,单价46667元/平米,东方盛世花园 
84.22,精装,有电梯,中楼层(共18层)2012年建板塔结合,61,桃源居,18,西南,11个月以前,3室2厅,桃源居六区 户型实用三房 可变3+1房,440,万,单价52245元/平米,桃源居六区 
77.43,精装,无电梯,高楼层(共6层)2002年建板塔结合,61,龙华中心,3,东南,11个月以前,2室2厅,龙华图书馆旁 东源阁花园  满五年唯一住宅  税费少,295,万,单价38099元/平米,东源阁花园 
128.12,精装,有电梯,中楼层(共24层)2011年建塔楼,63,科技园,0,南 北,11个月以前,3室2厅,岸芷汀兰 三房 看海景 一手业主满五年免个税,1650,万,单价128786元/平米,岸芷汀兰 
163.4,精装,有电梯,中楼层(共18层)2012年建板塔结合,16,观澜,0,南,11个月以前,4室2厅,招商观园163平双拼，自住装修，拎包入住满五唯一,698,万,单价42718元/平米,招商观园 
89.17,精装,有电梯,中楼层(共28层)2014年建板塔结合,6,横岗,17,西南,5个月以前,3室1厅,信义御城 横岗站3号线地铁口朝南向精装大三房空中花园,400,万,单价44859元/平米,信义御城豪园 
100.2,简装,有电梯,中楼层(共18层)2006年建板塔结合,23,梅林,3,东南,3个月以前,4室2厅,满五年唯一，户型方正大4房，住家舒适！,690,万,单价68863元/平米,凯丰花园二期 
81.69,精装,有电梯,中楼层(共32层)2002年建板塔结合,4,洪湖,1,东南,11个月以前,2室2厅,源兴居 2室2厅 520万,520,万,单价63656元/平米,源兴居 
99.66,精装,有电梯,低楼层(共32层)2002年建板塔结合,46,石厦,37,北,一年前,3室2厅,满5年，红本在手，精装3房，户型方正,630,万,单价63215元/平米,益田村 
88.83,精装,有电梯,高楼层(共33层)2009年建塔楼,16,大运新城,8,南,11个月以前,3室2厅,大运新城 中海经典三房 厅出阳台 俯瞰花园 看房方便,380,万,单价42779元/平米,中海康城国际一期 
71.17,简装,有电梯,中楼层(共32层)2007年建板塔结合,208,新洲,33,东南,11个月以前,2室2厅,刚需户型，高楼层，全南向阳光足，客厅带阳台安静。,439,万,单价61684元/平米,祥云天都世纪大厦 
108.16,简装,无电梯,低楼层(共7层)1999年建塔楼,47,桃源居,10,北,10个月以前,3室2厅,满五年深圳唯一住宅。有少量欠款可以自己赎楼,430,万,单价39756元/平米,桃源居十四区 
81.53,简装,无电梯,高楼层(共6层)1996年建板塔结合,76,梅林,36,西,一年前,3室1厅,锦林新居原始三房地铁口物业采光好，安静，诚心出售,438,万,单价53723元/平米,锦林新居 
61,精装,有电梯,低楼层(共32层)2005年建板塔结合,8,螺岭,36,东南,3个月以前,2室1厅,楼层好，朝南好，装修好，方正采光好，上课生活方便,455,万,单价74591元/平米,京基东方华都 
88,简装,有电梯,低楼层(共16层)2001年建板塔结合,33,南头,56,西,2个月以前,2室1厅,小区新，环境好，车位充足，出行方便，满二年,510,万,单价57955元/平米,中山颐景花园一期 
112.5,精装,有电梯,中楼层(共11层)2002年建板塔结合,23,南山中心,4,南,2个月以前,4室2厅,来福士商圈 厅出阳台正南四房 满五唯一红本11号线地铁,655,万,单价58223元/平米,龙泰轩 
73.61,简装,有电梯,中楼层(共24层)2013年建塔楼,84,丹竹头,13,南,11个月以前,2室1厅,布吉丹竹头 阳基新天地 位置安静 高楼层,264,万,单价35865元/平米,阳基新天地 
155.58,精装,有电梯,高楼层(共32层)2005年建板楼,35,红树湾,27,东南,11个月以前,3室2厅,高楼层，新装修，看海景园林景观，满五唯一，钥匙看房,1900,万,单价122124元/平米,中信红树湾南区 
92.28,精装,有电梯,中楼层(共30层)2012年建板塔结合,168,新洲,15,南 北,11个月以前,3室2厅,2012次新楼盘 自住装修好   满五年 诚心出售,625,万,单价67729元/平米,嘉洲富苑 
42.15,精装,有电梯,低楼层(共28层)2007年建板塔结合,78,福田保税区,5,东南,一年前,1室1厅,福田保税区加福广场，精致公寓，看米埔景观,260,万,单价61685元/平米,加福广场华尔登府邸 
48.22,简装,有电梯,高楼层(共20层)2010年建板塔结合,501,大运新城,7,东南,一年前,1室1厅,此房满五唯一的，高楼层，东南户型，业主诚心卖,195,万,单价40440元/平米,森雅谷润筑园 
98.95,简装,有电梯,高楼层(共11层)2005年建塔楼,7,坂田,4,南 北,11个月以前,3室2厅,日辉台带入户客厅很大，南北通透，格局方正三房两卫,500,万,单价50531元/平米,中海日辉台 
156.39,精装,有电梯,中楼层(共31层)2009年建板塔结合,28,梅林,3,南,11个月以前,4室2厅,半山社区，依山傍水，两本证，大平面4房，红本在手！,1400,万,单价89520元/平米,新世界四季山水 
60.05,其他,有电梯,中楼层(共30层)2014年建板塔结合,4,龙岗宝荷,12,东南,24天以前,2室1厅,振业天峦精装2房，东南向景观好，红本在手,240,万,单价39967元/平米,振业天峦 
435.2,精装,有电梯,低楼层(共33层)2014年建塔楼,217,深圳湾,3,东南,一年前,5室3厅,南山后海精装公寓深圳湾壹号4+1房,7000,万,单价160846元/平米,深圳湾1号 
90.72,精装,无电梯,高楼层(共6层)2005年建板楼,14,坂田,2,南,一年前,3室2厅,中海日辉台小区步梯三房户型方正。,450,万,单价49604元/平米,中海日辉台 
89.83,精装,有电梯,中楼层(共31层)2014年建板塔结合,84,蛇口,3,西南,一年前,3室2厅,后海理想雅园诚心出售，户型方正，采光好,1280,万,单价142492元/平米,后海理想雅园 
148.9,简装,有电梯,高楼层(共18层)2003年建板塔结合,33,龙华中心,1,南 北,一年前,4室2厅,此房满五年红本在手，过户快客厅出阳台看花园客厅朝南,700,万,单价47012元/平米,富通天骏 
64.54,精装,有电梯,中楼层(共32层)2003年建塔楼,38,皇岗,20,北,11个月以前,2室2厅,福田口岸旁 金地物业管理 低总价两房 业主诚心出售,415,万,单价64302元/平米,金港豪庭 
89.6,精装,有电梯,低楼层(共33层)2017年建板塔结合,15,布吉石芽岭,44,东,11个月以前,3室2厅,健康花城三房一卫  朝东  看花园  业主诚心出售,470,万,单价52456元/平米,宇宏健康花城 
128.58,精装,有电梯,低楼层(共25层)2001年建板塔结合,28,上下沙,19,西南,11个月以前,3室2厅,金地大社区，车位充足，红本在手，满五唯一，税费少,850,万,单价66107元/平米,金海湾花园 
78.77,精装,有电梯,低楼层(共32层)2012年建板塔结合,60,龙岗中心城,3,南,11个月以前,3室2厅,万科清林径 业主自住朝南精装三房 视野无遮挡 通风好,285,万,单价36182元/平米,万科清林径 
68,精装,有电梯,低楼层(共16层)2011年建板楼,171,坂田,10,东南,11个月以前,2室2厅,五和地铁口 别墅区洋房两房，精装修 随时入住 满两年,355,万,单价52206元/平米,十二橡树庄园一期 
61.66,精装,有电梯,高楼层(共18层)2006年建塔楼,25,丹竹头,28,南,11个月以前,2室1厅,南向小三房 方正实用 满两年无增值税 高楼层 英郡年华,288,万,单价46708元/平米,英郡年华 
137,毛坯,有电梯,中楼层(共31层)2014年建板塔结合,22,布吉街,2,东,10个月以前,4室1厅,户型通透 急售 视野开阔 看房方便 满2年,620,万,单价45256元/平米,半山道1号礼宾府 
86.4,精装,无电梯,低楼层(共7层)1991年建板塔结合,7,黄木岗,1,南 北,11个月以前,3室2厅,笔架山下黄木岗北区 正规三房 红本在手,735,万,单价85070元/平米,华富北屋村 
153.3,精装,有电梯,低楼层(共18层)2002年建塔楼,6,红树湾,0,东南,11个月以前,3室2厅,世纪村二期153平3+1房，25平入户花园,1450,万,单价94586元/平米,世纪村二期 
48.58,精装,有电梯,高楼层(共32层)2015年建板塔结合,558,龙岗中心城,12,北,一年前,2室1厅,南联地铁口 远洋新干线 精装两房公寓,130,万,单价26760元/平米,远洋新干线一期 
48.58,简装,有电梯,高楼层(共32层)2015年建板塔结合,181,龙岗中心城,9,北,一年前,2室1厅,南联地铁口标准两房，次新小区通天然气,125,万,单价25731元/平米,远洋新干线一期 
79.88,精装,有电梯,高楼层(共10层)2015年建塔楼,157,龙岗中心城,131,西南,10个月以前,3室2厅,珑禧精装修3房，业主诚心出售，看房方便。,275,万,单价34427元/平米,珑禧 
145.81,精装,有电梯,高楼层(共18层)2005年建板塔结合,29,蛇口,29,南,6个月以前,4室2厅,南海玫瑰花园二期，全海景，看房有钥匙,1500,万,单价102874元/平米,南海玫瑰花园二期 
78.55,精装,有电梯,低楼层(共33层)2008年建板塔结合,77,前海,67,东南,一年前,3室1厅,诺德假日花园东南向三房出售，红本在手,735,万,单价93571元/平米,诺德假日花园 
52.1,精装,有电梯,中楼层(共30层)2004年建板塔结合,145,南头,10,西北,11个月以前,2室1厅,英达钰龙园 实用小两房 【客厅出阳台 】视野开阔,385,万,单价73897元/平米,英达钰龙园 
66.17,精装,有电梯,高楼层(共14层)2013年建塔楼,63,西乡,10,西北,11个月以前,3室2厅,万象新天三房 业主自住装修 看房方便,430,万,单价64985元/平米,万象新天 
75.51,精装,有电梯,低楼层(共32层)2006年建塔楼,95,宝安中心,13,东北,10个月以前,2室2厅,西城优选2+1房，业主诚心出售看房方便,550,万,单价72839元/平米,西城上筑花园 
62.13,精装,有电梯,低楼层(共18层)2008年建板塔结合,69,坂田,10,东南,一年前,1室1厅,珠江旭景佳园 1室1厅 298万,298,万,单价47964元/平米,珠江旭景佳园 
